id,name,task_description,area,budgeted_amount,status,asset_id,asset_type,fiscal_year,start_date,inactive,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude,holc_id,holc_grade
1591414121,BIKE SHARE,Bikes (250),Engineering and Construction,325000,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
1176645534,BIKE SHARE,Kiosks (25),Engineering and Construction,187500,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
959725113,BIKE SHARE,Education and Outreach,Engineering and Construction,48500,Planned,,Non-Asset,2017,2/8/17,,,,,,,,,,,,,
223751150,BOB O'CONNOR GOLF COURSE,BOB O'CONNOR GOLF COURSE,Facility Improvement,44000,Planned,Schenley Park,Park,2020,9/24/20,,Squirrel Hill South,5,14,42003980500,3,14,4,8-Feb,40.43581285,-79.94326615,,
1805006246,BOB O'CONNOR GOLF COURSE,Bob O'Connor Golf Course,Facility Improvement,200000,Planned,Schenley Park Golf Course Clubhouse,Facility,2018,2/12/18,f,Squirrel Hill North,5,14,42003140100,3,14,4,8-Feb,40.4383258,-79.93462781,,
607553520,BOB O'CONNOR GOLF COURSE,Bob O'Connor Golf Course,Facility Improvement,200000,Planned,Schenley Park Golf Course Clubhouse,Facility,2018,2/8/18,f,Squirrel Hill North,5,14,42003140100,3,14,4,8-Feb,40.4383258,-79.93462781,,
1863779260,BOB O'CONNOR GOLF COURSE,BOB O'CONNOR GOLF COURSE,Facility Improvement,200000,Planned,Schenley Park Golf Course Clubhouse,Facility,2019,3/20/19,,Squirrel Hill North,5,14,42003140100,3,14,4,8-Feb,40.4383258,-79.93462781,,
1850147310,BRIDGE REPAIRS,Columbus Avenue Bridge Handicapped Ramp and Intersection Improvements,Engineering and Construction,100000,Planned,Columbus Avenue Bridge,Bridge,2017,2/8/17,f,Manchester,6,21,42003210700,1,21,1,8-Jan,40.45848456,-80.02443938,1850147310,D1
414683709,BRIDGE REPAIRS,Deck Preservations,Engineering and Construction,200000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
28401941,BRIDGE REPAIRS,Inspection/Repair of Small City Spans (<20'),Engineering and Construction,200000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
909184333,BRIDGE REPAIRS,Columbus Ave Bridge wall repair,Engineering and Construction,50000,Planned,Manchester Park 1,Sidewalk,2017,2/8/17,f,Manchester,6,21,42003210700,1,21,1,8-Jan,40.45835404,-80.02503256,909184333,D1
1483286209,BRIDGE REPAIRS,Expansion Seal Replacement,Engineering and Construction,100000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
2101923885,BRIDGE REPAIRS,Scupper Cleaning,Engineering and Construction,100000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
860367290,BRIDGE UPGRADES,30TH STREET BRIDGE UPGRADE,Engineering and Construction,175000,Planned,Herr's Island Bridge,Bridge,2019,2/6/19,f,Troy Hill,1,24,42003240600,6,24,1,1-Jan,40.46386545,-79.97888605,,
1774935295,BRIDGE UPGRADES,DAVIS AVE BRIDGE - RESTORATION (COUNTY GEDF),Engineering and Construction,200000,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
907944916,BRIDGE UPGRADES,CRITICAL/URGENT BRIDGE UPGRADES,Engineering and Construction,520000,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
914784172,BRIDGE UPGRADES,CONTINGENCY - BRIDGE UPGRADES,Engineering and Construction,500000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
574524993,BRIDGE UPGRADES,DAVIS AVE BRIDGE - RESTORATION,Engineering and Construction,772943,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
1296997603,BRIDGE UPGRADES,DAVIS AVE BRIDGE - RESTORATION (DCED MTF),Engineering and Construction,1803533,Planned,,Non-Asset,2020,9/24/20,,,,,,,,,,,,,
1273609886,BRIDGE UPGRADES,LOWRIE STREET BRIDGE - CONSTRUCTION,Engineering and Construction,600000,Planned,Lowrie Street Bridge,Bridge,2020,9/24/20,,Troy Hill,1,24,42003240600,1,24,1,2-Jan,40.46571991,-79.98119287,1273609886,C4
1200876159,BRIDGE UPGRADES,CALIFORNIA AVENUE BRIDGE,Engineering and Construction,350000,Planned,Robert McAfee Bridge,Bridge,2020,9/24/20,,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,40.47160013,-80.03687992,1200876159,D1
842722214,BRIDGE UPGRADES,McARDLE ROADWAY,Engineering and Construction,150000,Planned,PJ McArdle Roadway Bridge Lower,Bridge,2020,9/24/20,,Mount Washington,3,18,42003191400,5,18,3,27-Apr,40.43039771,-80.00242203,842722214,C33
525286793,BRIDGE UPGRADES,LOWRIE STREET - BRIDGE UPGRADES,Engineering and Construction,200000,Planned,Lowrie Street Bridge,Bridge,2019,2/6/19,f,Troy Hill,1,24,42003240600,1,24,1,2-Jan,40.46571991,-79.98119287,525286793,C4
1182119728,BUS RAPID TRANSIT,PHASE I STREET AND SIGNAL IMPROVEMENTS,Engineering and Construction,1500000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
2124485771,BUS RAPID TRANSIT,PHASE I STREET AND SIGNAL IMPROVEMENTS,Engineering and Construction,3000000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
1371006551,CAPITAL EQUIPMENT ACQUISITION,DPW-ENVIRONMENTAL SERVICES - ONE TON FOREMAN TRUCK (3),Vehicles and Equipment,134462.52,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1218870111,CAPITAL EQUIPMENT ACQUISITION,OTHER ITEMS - PROFESSIONAL SERVICES,Vehicles and Equipment,10000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
591079717,CAPITAL EQUIPMENT ACQUISITION,OTHER ITEMS - NCA REPAIRS,Vehicles and Equipment,548636.49,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1996786735,CAPITAL EQUIPMENT ACQUISITION,OTHER ITEMS - INSURANCE,Vehicles and Equipment,30000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1589623361,CAPITAL EQUIPMENT ACQUISITION,OTHER ITEMS - CONTINGENCY,Vehicles and Equipment,80000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1434089178,CAPITAL EQUIPMENT ACQUISITION,FIRE - MOBILE AIR COMPRESSOR UNIT (1),Vehicles and Equipment,600000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1216492190,CAPITAL EQUIPMENT ACQUISITION,DPW-STREETS - WALK BEHIND PACKER (3),Vehicles and Equipment,30000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
590128150,CAPITAL EQUIPMENT ACQUISITION,DPW-STREETS - TEN TON DUMP TRUCK (3),Vehicles and Equipment,459000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1306081806,CAPITAL EQUIPMENT ACQUISITION,DPW-STREETS - RAT PACKER (3),Vehicles and Equipment,306000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
25010176,CAPITAL EQUIPMENT ACQUISITION,DPW-ENVIRONMENTAL SERVICES - 25 YARD REFUSE PACKER (3),Vehicles and Equipment,866567.52,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
780156467,CAPITAL EQUIPMENT ACQUISITION,DPLI - ELECTRIC SEDANS (5),Vehicles and Equipment,150000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
527484134,CAPITAL EQUIPMENT ACQUISITION,ANIMAL CONTROL - DEAD ANIMAL TRUCK (1),Vehicles and Equipment,62521.27,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1832629605,CAPITAL EQUIPMENT ACQUISITION,POLICE - PASSENGER VAN (1),Vehicles and Equipment,36000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
758915797,CAPITAL EQUIPMENT ACQUISITION,POLICE - MOTORCYCLE (14),Vehicles and Equipment,285600,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1060875465,CAPITAL EQUIPMENT ACQUISITION,POLICE - MARKED PURSUIT SUV (23),Vehicles and Equipment,868020,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
466028642,CAPITAL EQUIPMENT ACQUISITION,FIRE - FIRE PUMPER (1),Vehicles and Equipment,570874.72,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1553829977,CAPITAL EQUIPMENT ACQUISITION,EMS - RESCUE BOAT (1),Vehicles and Equipment,550000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1727115263,CAPITAL EQUIPMENT ACQUISITION,EMS - MINI VAN - SUPPORT VEHICLE (3),Vehicles and Equipment,90000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1338957196,CAPITAL EQUIPMENT ACQUISITION,EMS - MEDIUM SUV -  SUPERVISOR (1),Vehicles and Equipment,40000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
767654850,CAPITAL EQUIPMENT ACQUISITION,EMS - MEDIC AMBULANCE (3),Vehicles and Equipment,915000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
627883914,CAPITAL EQUIPMENT ACQUISITION,EMS - MEDIC AMBULANCE (1),Vehicles and Equipment,305000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1987119480,CAPITAL EQUIPMENT ACQUISITION,25 YARD REFUSE PACKER (2),Vehicles and Equipment,590000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
1826389924,CAPITAL EQUIPMENT ACQUISITION,AERIAL (1),Vehicles and Equipment,958000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
1542713116,CAPITAL EQUIPMENT ACQUISITION,ALS AMBULANCE (2),Vehicles and Equipment,610000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
1616460704,CAPITAL EQUIPMENT ACQUISITION,FIVE TON DUMP TRUCK (1),Vehicles and Equipment,146000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
148858973,CAPITAL EQUIPMENT ACQUISITION,FUEL TRUCK (1),Vehicles and Equipment,120000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
1189880059,CAPITAL EQUIPMENT ACQUISITION,ONE-TON DUMP (2),Vehicles and Equipment,103000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
1334921179,CAPITAL EQUIPMENT ACQUISITION,PICKUP TRUCK (1),Vehicles and Equipment,35000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
249898374,CAPITAL EQUIPMENT ACQUISITION,PICKUP TRUCK (3),Vehicles and Equipment,105000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
2108157998,CAPITAL EQUIPMENT ACQUISITION,PICKUP TRUCK (6),Vehicles and Equipment,210000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
854368538,CAPITAL EQUIPMENT ACQUISITION,PROFESSIONAL SERVICES,Vehicles and Equipment,10000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
626707902,CAPITAL EQUIPMENT ACQUISITION,STREET SWEEPER (1),Vehicles and Equipment,217500,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
553001209,CAPITAL EQUIPMENT ACQUISITION,TEN TON DUMP TRUCK (3),Vehicles and Equipment,471000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
1121368004,CAPITAL EQUIPMENT ACQUISITION,TRANSIT VAN (1),Vehicles and Equipment,45000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
1888053167,CAPITAL EQUIPMENT ACQUISITION,DPW-STREETS - ONE TON DUMP TRUCK (2),Vehicles and Equipment,178948.8,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
471774032,CAPITAL EQUIPMENT ACQUISITION,DPW-STREETS - FIVE TON DUMP TRUCK (4),Vehicles and Equipment,571200,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
2074138352,CAPITAL EQUIPMENT ACQUISITION,DPW-PARKS/FORESTRY/HEAVY - STUMP GRINDER TOW BEHIND (1),Vehicles and Equipment,47000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
412118071,CAPITAL EQUIPMENT ACQUISITION,DPW-PARKS/FORESTRY/HEAVY - PICKUP TRUCK (1),Vehicles and Equipment,34000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
922906873,CAPITAL EQUIPMENT ACQUISITION,DPW-PARKS/FORESTRY/HEAVY - BRUSH CUTTER (1),Vehicles and Equipment,4900,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1467071481,CAPITAL EQUIPMENT ACQUISITION,POLICE - UNMARKED PURSUIT SUV (10),Vehicles and Equipment,331500,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1735421275,CAPITAL EQUIPMENT ACQUISITION,EMS - LARGE SUV - SUPERVISOR (1),Vehicles and Equipment,110000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1442481923,CAPITAL EQUIPMENT ACQUISITION,EMS - LARGE SUV - DISTRICT CHIEF (1),Vehicles and Equipment,73000,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1487959859,CAPITAL EQUIPMENT ACQUISITION,DPW-PARKS/FORESTRY/HEAVY - AGRICULTURE TRACTOR (1),Vehicles and Equipment,48500,Planned,,Non-Asset,2018,2/12/18,,,,,,,,,,,,,
1267556127,CAPITAL EQUIPMENT ACQUISITION,ARSON PICKUPS (2),Vehicles and Equipment,80000,Planned,,Non-Asset,2019,3/20/19,,,,,,,,,,,,,
